x,mean_S1,mean_S2,mean_S3,mean_S4,var_S1,var_S2,var_S3,var_S4,q95_S1,q95_S2,q95_S3,q95_S4
-1.7841726618705036,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.762589928057554,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.7410071942446044,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.7194244604316546,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.6978417266187051,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.6762589928057554,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.6546762589928057,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.6330935251798562,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.6115107913669064,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.5899280575539567,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.5683453237410072,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.5467625899280577,3.37999999999324e-10,3.3799999999932406e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.5251798561151078,3.3799999999932406e-10,3.3799999999932416e-10,3.37999999999324e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.5035971223021585,3.3799999999932406e-10,3.3799999999932427e-10,3.3799999999932406e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.4820143884892087,3.3799999999932416e-10,3.379999999993247e-10,3.3799999999932406e-10,3.37999999999324e-10,9.658848999979949e-08,9.658848999979953e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.460431654676259,3.3799999999932437e-10,3.3799999999932525e-10,3.3799999999932427e-10,3.3799999999932406e-10,9.658848999979953e-08,9.658848999979957e-08,9.658848999979949e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.4388489208633093,3.379999999993249e-10,3.3799999999932665e-10,3.3799999999932447e-10,3.3799999999932406e-10,9.658848999979955e-08,9.658848999979967e-08,9.658848999979953e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.4172661870503598,3.3799999999932577e-10,3.3799999999932923e-10,3.3799999999932515e-10,3.3799999999932416e-10,9.65884899997996e-08,9.658848999979987e-08,9.658848999979957e-08,9.658848999979949e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.39568345323741,3.379999999993277e-10,3.3799999999933424e-10,3.3799999999932644e-10,3.3799999999932437e-10,9.658848999979975e-08,9.65884899998002e-08,9.658848999979965e-08,9.65884899997995e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.3741007194244603,3.3799999999933125e-10,3.379999999993438e-10,3.3799999999932913e-10,3.379999999993248e-10,9.65884899998e-08,9.658848999980089e-08,9.658848999979984e-08,9.658848999979955e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.3525179856115108,3.3799999999933843e-10,3.3799999999936216e-10,3.3799999999933435e-10,3.3799999999932556e-10,9.65884899998005e-08,9.658848999980221e-08,9.658848999980025e-08,9.65884899997996e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.330935251798561,3.379999999993522e-10,3.3799999999939696e-10,3.3799999999934515e-10,3.37999999999327e-10,9.65884899998015e-08,9.65884899998047e-08,9.6588489999801e-08,9.65884899997997e-08,0.0005112447694138,0.0005112447694138,0.0005112447694138,0.0005112447694138
-1.3093525179856114,3.3799999999937865e-10,3.456370698171161e-10,3.3799999999936635e-10,3.3799999999932975e-10,9.65884899998034e-08,9.67549781218271e-08,9.65884899998025e-08,9.658848999979988e-08,0.0005112447694138,0.0005116851994994,0.0005112447694138,0.0005112447694138
-1.287769784172662,3.3903505025594217e-10,3.699261622287271e-10,3.37999999999408e-10,3.3799999999933497e-10,9.661105409539805e-08,9.728448033638285e-08,9.65884899998055e-08,9.658848999980025e-08,0.0005113044830222,0.0005130834391286,0.0005112447694139,0.0005112447694138
-1.2661870503597124,3.581174314979825e-10,4.1480597693693077e-10,3.5103639526773673e-10,3.3799999999934464e-10,9.70270500064612e-08,9.826286029698647e-08,9.687268341664686e-08,9.658848999980094e-08,0.0005124041276134,0.0005156570413852,0.0005119963501833,0.0005112447694138
-1.2446043165467624,3.938958512044857e-10,4.970776353970799e-10,3.8229910616936135e-10,3.3799999999936237e-10,9.780701955603606e-08,1.0005638245134269e-07,9.755421051427937e-08,9.658848999980225e-08,0.0005144595663227,0.0005203418007648,0.0005137942441804,0.0005112447694138
-1.223021582733813,4.6042947850548956e-10,6.467042595978687e-10,4.4195411913293264e-10,3.3799999999939515e-10,9.92574526311411e-08,1.0331824285874877e-07,9.885468979683605e-08,9.658848999980457e-08,0.0005182601909277,0.0005287555503522,0.0005172076170372,0.0005112447694138
-1.2014388489208634,5.831430818570845e-10,9.166813620858037e-10,5.54687826346e-10,3.441685034484422e-10,1.0193260918407781e-07,1.0920374369256368e-07,1.0131228461396857e-07,9.672296337499102e-08,0.0005251978687104,0.0005436074476627,0.0005235973222222,0.0005116005366692
-1.1798561151079137,8.076220606139112e-10,1.3999675845224707e-09,7.656773119378812e-10,3.657433057150437e-10,1.0682625092066445e-07,1.1973938334056338e-07,1.05911855399593e-07,9.719329406438763e-08,0.0005376573017217,0.0005692269833738,0.0005353512382723,0.0005128429181612
-1.158273381294964,1.214899269892617e-09,2.258271955543008e-09,1.1567718064088532e-09,4.044934837126793e-10,1.1570489408211652e-07,1.3845041862567124e-07,1.1443771537830833e-07,9.80380479447062e-08,0.0005595549084877,0.000612089093665,0.0005564823503054,0.0005150668164148
-1.1366906474820144,1.947784550754991e-09,3.770570939447014e-09,1.874781288952224e-09,4.73594019411659e-10,1.3168179320259836e-07,1.7141853646566115e-07,1.300903220955771e-07,9.95444396228833e-08,0.0005969393184115,0.000681078542633,0.0005933210669946,0.000519008895713
-1.1151079136690647,3.2558014388285196e-09,6.4141568060538205e-09,3.180410953772565e-09,5.959344379311386e-10,1.601965613557949e-07,2.2904870833076533e-07,1.5855304878206032e-07,1.0221146074647713e-07,0.000658407311031,0.000787287514502,0.0006550211296539,0.0005259157678647
-1.093525179856115,5.571180826669968e-09,1.0998832339673744e-08,5.532019294033768e-09,8.109843874309336e-10,2.106718319903007e-07,3.289946348838468e-07,2.098181105792663e-07,1.068995496452701e-07,0.0007550441424879,0.0009435509857229,0.0007535127003198,0.0005378417296851
-1.0719424460431657,9.636198449256865e-09,1.888712853747385e-08,9.727473348552928e-09,1.1862938925611507e-09,2.992892161008768e-07,5.009594917601399e-07,3.012790089037636e-07,1.1508129685635923e-07,0.0008999452455613,0.0011643250791116,0.0009029319445379,0.0005580449716062
-1.0503597122302155,1.6714583102750222e-08,3.235246566742197e-08,1.7141870098266592e-08,1.8366041703400995e-09,4.535980013605111e-07,7.945038405030504e-07,4.629128578483013e-07,1.292580609099745e-07,0.0011079190259948,0.0014663021963202,0.0011192373016952,0.0005914200847787
-1.028776978417266,2.8939258627194696e-08,5.515644645548886e-08,3.0121713938708807e-08,2.9553527777239382e-09,7.200959272352973e-07,1.2916306196873571e-06,7.458734529564679e-07,1.5364678054558114e-07,0.0013959507069436,0.0018695964765673,0.0014207173534917,0.0006448068242352
-1.0071942446043165,4.9879031830283975e-08,9.347097715463905e-08,5.2631629407094174e-08,4.866196777554093e-09,1.1765829814122063e-06,2.126887383234241e-06,1.236589608304498e-06,1.953031797269328e-07,0.0017843881211473,0.0023991371202708,0.0018293263658781,0.00072698167939
-0.9856115107913668,8.545347038116992e-08,1.5733786549224556e-07,9.130419699388455e-08,8.106598043467882e-09,1.952105737007142e-06,3.519185532975683e-06,2.07965157613016e-06,2.659439272818164e-07,0.002298442894554,0.003086093829738,0.0023723453286002,0.0008483305192589
-0.9640287769784172,1.4539607076817704e-07,2.629581663908218e-07,1.5712617522677033e-07,1.3562332043913236e-08,3.2588544116061767e-06,5.821708048172851e-06,3.5145706852548926e-06,3.848789283733051e-07,0.0029697483171978,0.0039693544815577,0.0030840695987604,0.0010205487171167
-0.9424460431654677,2.4557226811212817e-07,4.3625013327652403e-07,2.681181826734008e-07,2.2682197173845013e-08,5.442695474538588e-06,9.599472805113976e-06,5.934196400392712e-06,5.836919878752725e-07,0.0038379623441897,0.0050971423822796,0.0040075220175971,0.0012567983628539
-0.920863309352518,4.116169368012306e-07,7.183278887335312e-07,4.535479459545456e-07,3.7817965657707015e-08,9.06246914283826e-06,1.5748767548395958e-05,9.976565106103289e-06,9.136517399077478e-07,0.0049525089566756,0.0065288542567085,0.005196301370125,0.00157241323417
-0.8992805755395683,6.845880890180439e-07,1.1738595974529549e-06,7.604842719276614e-07,6.275824809733987e-08,1.501323996193244e-05,2.567935793652799e-05,1.666777663968662e-05,1.457349894583345e-06,0.0063745533244208,0.0083371791715075,0.0067166684855334,0.0019859190593156
-0.8776978417266186,1.1296700397288742e-06,1.903699724324856e-06,1.2638833657673625e-06,1.0356002600775649e-07,2.4716025679934997e-05,4.158987045620916e-05,2.764187586632728e-05,2.346828646244346e-06,0.0081792824804576,0.0106105430658854,0.0086499404954942,0.0025201386763395
-0.8561151079136691,1.8494414852681931e-06,3.063836268950484e-06,2.0819451060308166e-06,1.698331792189725e-07,4.040704104841274e-05,6.688298842084639e-05,4.547561906697631e-05,3.7915833681302254e-06,0.0104585441034246,0.013456206173341,0.0110952402909385,0.0032033119442546
-0.8345323741007193,3.00391332546578e-06,4.89340121603756e-06,3.3992701375100746e-06,2.767083950643171e-07,6.557497061024802e-05,0.0001067737476331,7.419508011623173e-05,6.121463025834513e-06,0.0133239464417502,0.0170029059450117,0.0141728643860664,0.0040702683526719
-0.8129496402877696,4.8405223225576144e-06,7.7558597123984e-06,5.501305535777026e-06,4.4782698598470156e-07,0.0001056179527982,0.000169186864575,0.0001200257718589,9.851848183917417e-06,0.0169106034663834,0.0214045753713045,0.0180275083883932,0.0051637168962758
-0.7913669064748201,7.738325944300677e-06,1.2199005906463035e-05,8.825084497193343e-06,7.198453357735044e-07,0.0001687992567052,0.0002660685411508,0.0001924961479146,1.5781847891685025e-05,0.021380033678241,0.0268447934400608,0.0228320454677117,0.0065357083641548
-0.7697841726618704,1.2273074132364302e-05,1.904130652663782e-05,1.4033334590711678e-05,1.1491642460169447e-06,0.0002676738168205,0.0004152689806562,0.0003060585413756,2.5140999332590867e-05,0.0269256905487273,0.0335410973798106,0.0287925333723966,0.0082493109424226
-0.7482014388489209,1.931140171831066e-05,2.949510124345883e-05,2.212119539488274e-05,1.821897102159967e-06,0.0004211407349697,0.0006432306342789,0.0004824158517884,3.980657359777817e-05,0.0337775305097584,0.0417499718138205,0.0361528471130376,0.0103805300691208
-0.7266187050359711,3.0146128478930768e-05,4.5340610424674325e-05,3.4568412548612214e-05,2.868509936906762e-06,0.0006573950201963,0.0009887857920226,0.0007538424640742,6.262272848621808e-05,0.0422074784235263,0.0517723072028913,0.0452000038012015,0.013020497666274
-0.7050359712230214,4.668853802914116e-05,6.916923751153984e-05,5.355392435828768e-05,4.485145137829745e-06,0.0010181230571746,0.0015084676906069,0.0011678675784203,9.786577418756254e-05,0.0525354153828574,0.0639593193584387,0.0562699115428921,0.0162779983366984
-0.6834532374100719,7.173878712361056e-05,0.0001047203042311,8.225502515493593e-05,6.964437874316056e-06,0.0015644039839471,0.0022838632055307,0.0017938060981196,0.0001519187931906,0.065135678805082,0.0787189106946843,0.0697535127048057,0.0202824681885528
-0.6618705035971222,0.0001093621827262,0.0001573422967246,0.0001252597164694,1.073942819715972e-05,0.0023849234014297,0.0034316875744155,0.0027317632830834,0.0002342215542887,0.0804440517467869,0.0965224416250495,0.0861032786405281,0.0251863105526843
-0.6402877697841727,0.0001654071745325,0.0002346180525921,0.0001891285627574,1.6446128198585843e-05,0.0036072836884516,0.0051174453330278,0.0041249088469246,0.0003586418266505,0.0989652039508542,0.1179118673716792,0.1058399991815041,0.031169194786415
-0.618705035971223,0.0002482106895188,0.0003472031462503,0.0002831513836225,2.5011287903489828e-05,0.0054134099729106,0.007573758366433,0.0061760149769287,0.0005453874475562,0.1212805316700962,0.1435071817838817,0.1295597963274928,0.0384415710997009
-0.5971223021582732,0.0003695479507354,0.0005099380009586,0.0004203543710369,3.777471137507192e-05,0.0080603042328612,0.0111246913141397,0.0091694797406449,0.0008236741928383,0.1480563271888525,0.1740140959146667,0.1579412781087386,0.047248821699082
-0.5755395683453237,0.0005458971222648,0.0007433068002325,0.0006188245109202,5.665811444893701e-05,0.0119076912147899,0.0162176832065138,0.0135003084332236,0.0012354091595728,0.1800521926093648,0.2102318654350814,0.191752736018047,0.0578757559198712
-0.553956834532374,0.0008001037781617,0.0010753297319722,0.0009034301244162,8.439609338962714e-05,0.0174544242248183,0.0234649948044646,0.0197117926588929,0.001840229622731,0.2181295962842734,0.2530611677581429,0.2318592781339021,0.0706514377265108
-0.5323741007194245,0.0011635458407775,0.0015439888794726,0.0013080283105749,0.0001248491127867,0.0253858665627289,0.0336968910880376,0.0285438975083018,0.0027223322222535,0.2632604545699892,0.3035119171541607,0.2792297803468317,0.0859543257028462
-0.5107913669064748,0.0016789155072176,0.0022003012894773,0.0018782611902433,0.0001834236386177,0.0366348189154503,0.048029078648446,0.0409946224836576,0.0039996415294001,0.3165356064884979,0.362710894129218,0.3349435300285593,0.1042176966912759
-0.489208633093525,0.0024037496526173,0.003112164182317,0.0026750519515112,0.0002676306951979,0.0524588996257467,0.0679471817109315,0.0583968166924269,0.0058360018166134,0.3791730343080433,0.4319090536175409,0.4001964298547942,0.1259353147504135
-0.4676258992805755,0.0034148527229454,0.00436910534992,0.0037789173131249,0.0003878212233886,0.0745375689058428,0.0954112329122771,0.0825130711717077,0.0084572315029319,0.4525256685562242,0.5124883645218636,0.4763066238208178,0.151667297285812
-0.4460431654676258,0.004813764225397,0.0060880745856312,0.0052952134108708,0.0005581446045549,0.1050921744228221,0.1329832314341492,0.1156513420136999,0.0121720550665472,0.5380886007707917,0.6059680199426949,0.5647194019946524,0.1820461202708604
-0.4244604316546763,0.0067334241776688,0.0084204072606245,0.0073604253130843,0.000797785439139,0.1470324274690772,0.1839807283132329,0.1608038320751582,0.0173991189296286,0.6375055102293662,0.7140098419418817,0.667011234219721,0.2177826945953941
-0.4028776978417265,0.0093461815053026,0.011560076432956,0.0101495943127271,0.0011325428568438,0.204132528269979,0.2526590754022421,0.2218113267716158,0.0247014999069474,0.7525740905693865,0.8384226856464532,0.78489277468101,0.2596724358824607
-0.3812949640287768,0.0128732693523322,0.0157533225948089,0.0138849497951746,0.0015968258622826,0.2812396684807469,0.3444243535345918,0.3035545892561696,0.0348303177865826,0.8852502371252172,0.9811656237767672,0.9202106679516916,0.3086012406325547
-0.3597122302158273,0.0175958345290573,0.0213097079126219,0.0188457720627912,0.0022361468815077,0.3845167649933462,0.46607800814568,0.4121735228253333,0.0487792538066306,1.037650724714443,1.14434966356532,1.0749479721852144,0.3655512721957283
-0.3381294964028776,0.0238675530459584,0.0286145825886967,0.0253794577327134,0.0031102029660309,0.521719937589735,0.6260928022872012,0.5553135620507053,0.0678519356705371,1.2120540679148415,1.3302377136482304,1.2512229965859636,0.4316064505842162
-0.3165467625899278,0.0321287876807413,0.0381428735205038,0.0339136897279812,0.0042966390136881,0.7025093573112235,0.8349177956495333,0.7423971321901774,0.0937442533624974,1.4108992122323063,1.541242480323901,1.45128632938028,0.5079575300954279
-0.2949640287769783,0.0429221456687619,0.0504740096416651,0.0449695300638163,0.0058955886521104,0.9387896059325396,1.105307645979595,0.9849160160890452,0.1286436887268198,1.6367816574807663,1.779921933897245,1.6775158119306917,0.5959066375206826
-0.2733812949640286,0.0569091753248257,0.0663076856195201,0.0591751575827126,0.0080350846874291,1.2450725785340329,1.452668617014628,1.2967381209094415,0.1753476402476258,1.8924465692036745,2.048971952296309,1.9324091989224408,0.6968711306381923
-0.2517985611510791,0.0748878021785606,0.0864800392933413,0.0772798681262558,0.0108775538817523,1.6388522656646292,1.8954103322647131,1.6944195223241176,0.2374053746021893,2.1807783981486195,2.351215729029921,2.2185742402052373,0.8123916702938648
-0.2302158273381294,0.0978099530169654,0.111979683912994,0.1001678467248868,0.014631426944888,2.140976584046548,2.4552886812549235,2.1975099195720547,0.3193716697571957,2.504786513111509,2.6895895367985805,2.5387159352624025,0.9442699172488964
-0.2086330935251796,0.1267986578826158,0.1439629018107383,0.1288711173889312,0.0195484516398016,2.7759970076641447,3.157721607110863,2.828836970758316,0.4267473468745445,2.8675863736067595,3.067124479945305,2.8956207561882703,1.0941595391157264
-0.1870503597122301,0.163163766337118,0.1837671818976179,0.16458098475079,0.0270352417253967,3.572472441430501,4.032056141964327,3.614752683780935,0.5902806505594098,3.2723758431054386,3.486923963153848,3.292137719828238,1.2908842032037957
-0.1654676258992804,0.2084152787414385,0.2329221816915326,0.2086572131263747,0.0395342435271513,4.5632000912021535,5.111762499261991,4.585323485925001,0.8633361574402277,3.7224063895434143,3.952136765049884,3.731156323985057,1.5680005419574412
-0.1438848920863309,0.2642731918263578,0.2931571293383586,0.2626341531553423,0.0569694810506461,5.785343697057187,6.434529896940804,5.774445228662795,1.2442586344708615,4.220949155034512,4.465925846194019,4.2155815535000825,1.891906801872263
-0.1223021582733812,0.3326727077679374,0.3664036667796934,0.3282230344862194,0.0809279876328458,7.280429246017523,8.042239793621306,7.219865694909317,1.7676659387474003,4.771256214975453,5.031433349164801,4.748306412327297,2.2680146850225342
-0.1007194244604314,0.4157636748357366,0.4547931857607321,0.4073097042557476,0.1133695360092154,9.09418110858959,9.980796141816931,8.963100656468804,2.4762022586762216,5.376517794359415,5.651742664027783,5.332182743626508,2.701933851809448
-0.0791366906474819,0.5159032314161154,0.560647835602949,0.5019472123272398,0.1566685873048193,11.276178411065093,12.299799824990984,11.04923560384964,3.421337079713701,6.039816761224707,6.329838924605048,5.969991449063737,3.199401515304296
-0.0575539568345322,0.6356408263097446,0.6864645937100224,0.6143428288859327,0.2136470674960631,13.879323197606828,15.052066200041178,13.526614202027428,4.66389100925651,6.764082353794853,7.068569845033164,6.664413588475549,3.766196246370769
-0.0359712230215827,0.7776950935261484,0.8348920893071241,0.746839326969896,0.2875934147238142,16.95912906718755,18.293000817800262,16.446426305438578,6.274166701172084,7.552045780790293,7.87060936176684,7.418004198502786,4.408036588405402
-0.014388489208633,0.9449224685115905,1.0087002536516652,0.9018906653099998,0.3822633601709499,20.57286144811392,22.07986860650902,19.8622225970386,8.331570168538743,8.406201005071694,8.738427056451915,8.23317096981012,5.130466932609694
0.0071942446043165,1.140277934506337,1.2107433232343052,1.0820325530066384,0.5018584101683998,24.778587648618988,26.471015016068137,23.82939871175842,10.923636418236546,9.32877460006432,9.674266727163417,9.112160114196811,5.938735568855964
0.0287769784172664,1.3667688614304414,1.4439172248029912,1.2898487484295234,0.6509790625279073,29.63422442263221,31.52512190172022,28.404707623251063,14.14442921282652,10.321708958564164,10.680137663602752,10.05705177711592,6.837672772470148
0.0503597122302159,1.627403513047209,1.7111128917910243,1.5279343162054742,0.8345514380758021,35.196699988252234,37.3006034193676,33.64587311473225,18.09237082525358,11.386663222969384,11.75782207280618,11.06976714828199,7.831579933259084
0.0719424460431654,1.9251364082623423,2.015167562318148,1.7988574095719077,1.0577281913094416,41.52137207676265,43.85526421911737,39.61138686221948,22.86767194660322,12.525035977315897,12.90890160343266,12.152088940540269,8.924143637960285
0.0935251798561154,2.262813277713757,2.3588165446169125,2.1051214293354588,1.325767152748862,48.66185862489162,51.246349499034906,46.360574315619886,28.56966534155004,13.738012883185654,14.13480494912572,13.305696107110938,10.11839068932018
0.1151079136690649,2.643118799991938,2.744648258555956,2.449129603345489,1.6438939364016554,56.67043769802422,59.53110963740825,53.95400749278479,35.29448166799304,15.02664096340716,15.436877020935228,14.532212534686437,11.416700583196162
0.1366906474820144,3.068530574455988,3.175065524541056,2.833154102204144,2.0171574300109967,65.59915300986356,68.76797730548942,62.45432378538897,43.13361570493591,16.391929090732383,16.81646815726497,15.833268006372723,12.820890231128825
0.1582733812949639,3.54128283514775,3.652256031247645,3.259311733570873,2.450289331248505,75.50171707284314,79.0184095832098,71.92747758723351,52.17398338047155,17.834971440334318,18.275039343339955,17.210568040369683,14.332381040082456
0.1798561151079138,4.063343188242098,4.178174639122178,3.7295480227636806,2.9475803386037844,86.43623384680528,90.34938107817504,82.44440598691416,62.50003045656885,19.35708732417236,19.81427658084885,18.665967396587494,15.952450384714844
0.2014388489208634,4.63640513527672,4.754539649862757,4.245631086138213,3.512785915723186,98.46866808778866,102.83642845624766,94.08303257679034,74.19829450401875,20.95996717186231,21.4362046241187,20.20154028080992,17.682557963474604
0.2230215827338129,5.261898319059779,5.382844394529823,4.809156143600248,4.149073462052928,111.67687440133852,116.5670472112634,106.93046810619607,87.36452934068502,22.64581082608425,23.143287630267466,21.81963879275131,19.524723058383067
0.2446043165467628,5.941017317486719,6.064384487872258,5.42156081893798,4.859020105094335,126.1548740031322,131.64413601043157,121.08519849762205,102.11308397398987,24.41744129303799,24.93850229898142,23.522930221956297,21.481912695155664
0.2661870503597123,6.674768459697956,6.8002999105771975,6.084150578063717,5.644666210354629,142.01694344644693,148.1890831657606,136.65898639978442,118.58772153672196,26.278375255123933,26.825368294321294,25.31440366200613,23.558385510695583
0.2877697841726618,7.464032624803565,7.591629783826284,6.798132802903625,6.507624305685712,159.40097146141102,166.34400595293246,153.77815956235975,136.97252922031657,28.23283167046012,28.80792160659268,27.19733730282799,25.75992516515202
0.3093525179856118,8.309640407083252,8.439376381891817,7.564657153022965,7.449236854388747,178.47046280149823,186.2725993162032,172.58392579795546,157.50108915904127,30.28566220590808,30.89061934446805,29.17521979742009,28.093894390700523
0.3309352517985613,9.21245451589802,9.344573691526238,8.384859092842527,8.47076977768393,199.41453599992337,208.15903764799643,193.23134714929824,180.46174229600936,32.442192348667305,33.07816928619793,31.251622225600947,30.569049941455923
0.3525179856115108,10.173452956202988,10.308354785188587,9.259902827273894,9.573622539398304,222.4452869998289,232.2044111836504,215.8866310358852,206.1966660098433,34.70796961648615,35.375284030176644,33.43002117098254,33.195081705573585
0.3741007194244607,11.193805543619728,11.332011538032816,10.19101945678108,10.759530735482688,247.7919805169764,258.6202729430936,240.72245698559573,235.09266493060323,37.08842456144757,37.786367022354014,35.71357784469444,35.981874572224655
